Year,maxT much above normal,maxT much below normal,minT much above normal,minT much below normal,precip much above normal,precip much below normal,Season,Region
2003,0.0,1.2,19.8,0.0,58.3,0.0,Summer,Northeast
2004,0.0,36.4,0.0,0.0,78.7,0.0,Summer,Northeast
2005,78.8,0.0,85.4,0.0,5.2,5.2,Summer,Northeast
2006,0.2,0.0,65.4,0.0,24.8,0.0,Summer,Northeast
2007,0.5,0.0,0.0,0.0,0.0,0.0,Summer,Northeast
2008,2.8,0.0,16.9,0.0,54.6,5.2,Summer,Northeast
2009,0.0,52.6,0.0,0.0,50.2,0.0,Summer,Northeast
2010,34.1,0.0,92.1,0.0,9.9,5.2,Summer,Northeast
2011,14.3,0.0,51.9,0.0,5.3,0.0,Summer,Northeast
2012,29.6,0.0,35.3,0.0,0.0,5.0,Summer,Northeast
2013,0.5,0.0,45.7,0.0,15.0,0.0,Summer,Northeast
2014,0.0,0.3,3.3,0.2,20.2,0.0,Summer,Northeast
2015,0.1,0.1,2.9,0.0,24.7,0.0,Summer,Northeast
2016,61.1,0.0,50.9,0.0,0.0,5.3,Summer,Northeast
2017,0.0,1.8,1.8,0.0,10.5,0.0,Summer,Northeast
2018,29.2,0.0,81.2,0.0,20.2,0.0,Summer,Northeast
2019,8.3,0.0,18.6,0.0,15.9,0.0,Summer,Northeast
2020,79.2,0.0,83.9,0.0,0.0,10.3,Summer,Northeast
2021,12.9,0.0,97.9,0.0,61.1,0.0,Summer,Northeast
2022,45.4,0.0,38.6,0.0,0.0,6.6,Summer,Northeast
1910,0.0,17.4,0.1,0.1,0.0,15.6,Fall,Northeast
1911,0.0,59.1,0.0,43.3,6.1,11.6,Fall,Northeast
1912,0.1,0.0,3.7,0.0,0.0,14.4,Fall,Northeast
1913,0.0,0.1,7.4,0.0,4.3,20.8,Fall,Northeast
1914,0.0,0.0,0.0,23.2,0.0,59.5,Fall,Northeast
1915,0.4,0.0,4.6,0.0,0.0,31.8,Fall,Northeast
1916,0.2,0.0,0.0,41.4,0.0,30.5,Fall,Northeast
1917,0.0,100.0,0.0,100.0,0.0,9.6,Fall,Northeast
1918,0.0,4.4,0.0,2.5,13.2,4.6,Fall,Northeast
1919,0.6,13.2,5.5,0.5,28.3,0.0,Fall,Northeast
1920,0.0,0.0,1.9,0.0,0.0,15.1,Fall,Northeast
1921,0.9,0.1,6.4,0.2,18.4,0.0,Fall,Northeast
1922,8.4,0.2,0.0,0.0,0.0,68.6,Fall,Northeast
1923,0.0,2.9,0.0,1.0,0.0,42.4,Fall,Northeast
1924,0.0,4.0,0.0,64.5,0.0,79.8,Fall,Northeast
1925,0.0,96.1,0.0,58.5,4.9,0.0,Fall,Northeast
1926,0.0,36.9,0.0,10.3,18.4,4.4,Fall,Northeast
1927,23.5,0.0,3.0,0.0,0.0,4.6,Fall,Northeast
1928,0.0,9.0,0.0,12.3,0.0,9.0,Fall,Northeast
1929,0.0,0.0,0.0,0.4,4.7,4.5,Fall,Northeast
1930,1.8,0.0,0.0,1.9,0.0,45.1,Fall,Northeast
1931,86.6,0.0,85.5,0.0,4.3,16.8,Fall,Northeast
1932,0.0,0.0,0.0,0.2,0.0,21.7,Fall,Northeast
1933,0.0,43.1,0.0,43.4,4.3,4.2,Fall,Northeast
1934,0.3,0.0,2.6,0.0,0.0,0.0,Fall,Northeast
1935,0.0,0.0,0.0,0.1,9.6,4.6,Fall,Northeast
1936,0.0,19.8,0.0,34.7,0.0,0.0,Fall,Northeast
1937,0.0,31.0,0.0,25.5,4.3,0.0,Fall,Northeast
1938,1.0,0.0,0.0,8.1,8.5,8.3,Fall,Northeast
1939,0.0,2.1,0.0,33.3,0.0,8.1,Fall,Northeast
1940,0.0,63.8,0.0,66.4,0.0,13.0,Fall,Northeast
1941,53.9,0.0,1.4,0.0,0.0,29.6,Fall,Northeast
1942,0.0,0.0,0.0,0.1,8.8,0.0,Fall,Northeast
1943,0.0,8.5,0.0,48.4,0.0,4.1,Fall,Northeast
1944,0.0,0.1,0.4,0.0,0.0,0.0,Fall,Northeast
1945,0.0,0.0,0.0,0.0,64.0,0.0,Fall,Northeast
1946,94.7,0.0,4.7,0.0,0.0,17.5,Fall,Northeast
1947,43.8,0.0,0.0,0.0,0.0,49.4,Fall,Northeast
1948,31.5,0.0,0.1,0.0,4.3,8.1,Fall,Northeast
1949,0.0,0.0,0.0,0.0,8.4,0.0,Fall,Northeast
1950,0.0,1.5,0.0,0.0,0.0,0.0,Fall,Northeast
1951,0.0,0.0,0.0,18.6,0.0,4.3,Fall,Northeast
1952,0.0,0.0,0.0,21.5,0.0,29.2,Fall,Northeast
1953,72.6,0.0,0.2,4.6,0.0,70.7,Fall,Northeast
1954,0.0,0.0,1.8,0.0,20.5,0.0,Fall,Northeast
1955,0.0,0.0,0.0,0.0,0.0,0.0,Fall,Northeast
1956,0.0,0.2,0.0,21.3,4.3,0.0,Fall,Northeast
1957,0.1,0.1,4.2,0.0,4.3,0.0,Fall,Northeast
1958,0.0,0.0,0.0,0.0,16.8,0.0,Fall,Northeast
1959,0.0,0.0,0.4,0.0,8.5,0.0,Fall,Northeast
1960,0.0,0.0,0.0,0.0,0.0,24.9,Fall,Northeast
1961,82.1,0.0,67.7,0.0,0.0,4.1,Fall,Northeast
1962,0.0,71.7,0.0,37.2,0.0,0.0,Fall,Northeast
1963,52.3,0.0,0.0,0.7,0.0,30.4,Fall,Northeast
1964,3.4,0.0,0.0,62.8,0.0,58.7,Fall,Northeast
1965,0.0,6.9,0.0,3.5,8.3,0.0,Fall,Northeast
1966,0.0,0.0,0.0,14.3,0.0,4.0,Fall,Northeast
1967,0.0,44.2,0.0,46.8,0.0,4.1,Fall,Northeast
1968,0.0,0.0,1.3,0.0,0.0,0.0,Fall,Northeast
1969,0.0,0.0,0.0,0.5,4.1,0.0,Fall,Northeast
1970,0.7,0.0,65.1,0.0,33.2,0.0,Fall,Northeast
1971,1.5,0.0,68.8,0.0,0.0,4.1,Fall,Northeast
1972,0.0,90.4,0.0,23.6,4.8,0.0,Fall,Northeast
1973,1.6,0.0,1.9,0.0,0.0,4.7,Fall,Northeast
1974,0.0,24.1,0.0,34.1,0.0,0.0,Fall,Northeast
1975,0.0,0.0,1.9,0.0,10.0,0.0,Fall,Northeast
1976,0.0,97.9,0.0,78.3,8.4,0.0,Fall,Northeast
1977,0.0,0.0,10.3,0.0,73.8,0.0,Fall,Northeast
1978,0.0,0.7,0.0,53.3,0.0,12.8,Fall,Northeast
1979,0.0,0.0,1.3,0.0,8.8,0.0,Fall,Northeast
1980,0.0,48.6,0.0,12.7,0.0,0.0,Fall,Northeast
1981,0.0,61.4,0.0,3.0,24.6,0.0,Fall,Northeast
1982,0.0,0.0,0.0,0.0,0.0,4.7,Fall,Northeast
1983,0.4,0.0,0.4,0.0,0.0,0.0,Fall,Northeast
1984,0.0,0.0,0.0,0.3,0.0,0.0,Fall,Northeast
1985,7.8,0.0,32.5,0.0,39.4,0.0,Fall,Northeast
1986,0.0,25.5,0.0,21.1,12.8,0.0,Fall,Northeast
1987,0.0,0.0,0.0,0.0,20.9,0.0,Fall,Northeast
1988,0.0,7.6,0.0,15.6,16.8,0.0,Fall,Northeast
1989,0.0,0.0,0.0,0.1,21.8,0.0,Fall,Northeast
1990,6.3,0.0,9.6,0.0,8.3,4.3,Fall,Northeast
1991,0.0,0.0,0.0,0.1,8.6,9.0,Fall,Northeast
1992,0.0,44.0,0.0,0.0,18.2,0.0,Fall,Northeast
1993,0.0,0.8,0.0,2.1,30.5,0.0,Fall,Northeast
1994,0.0,0.0,0.0,0.0,0.0,13.1,Fall,Northeast
1995,0.0,0.0,0.0,0.7,8.1,0.0,Fall,Northeast
1996,0.0,31.0,0.0,0.0,17.3,0.0,Fall,Northeast
1997,0.0,10.0,0.0,0.3,8.2,0.0,Fall,Northeast
1998,10.2,0.0,21.1,0.0,0.0,12.8,Fall,Northeast
1999,33.7,0.0,25.1,0.0,0.0,4.4,Fall,Northeast
2000,0.0,0.0,0.0,0.1,0.0,8.9,Fall,Northeast
2001,92.8,0.0,21.4,0.0,4.4,17.8,Fall,Northeast
2002,0.0,0.0,0.0,0.0,21.4,0.0,Fall,Northeast
2003,0.9,0.0,1.6,0.0,56.8,0.0,Fall,Northeast
2004,0.0,0.0,23.1,0.0,4.2,16.3,Fall,Northeast
2005,47.4,0.0,81.3,0.0,8.6,0.0,Fall,Northeast
2006,0.0,0.1,31.7,0.0,21.8,0.0,Fall,Northeast
2007,62.8,0.0,52.0,0.0,0.0,0.0,Fall,Northeast
2008,0.0,0.0,0.0,0.0,0.0,0.0,Fall,Northeast
2009,0.0,0.0,2.5,0.0,4.2,0.0,Fall,Northeast
2010,2.6,0.0,27.1,0.0,12.1,0.0,Fall,Northeast
2011,53.9,0.0,99.0,0.0,37.8,0.0,Fall,Northeast
2012,0.0,0.0,3.8,0.0,18.2,0.0,Fall,Northeast
2013,0.0,0.1,0.0,0.0,4.2,0.0,Fall,Northeast
2014,0.0,0.4,4.2,0.0,21.4,0.0,Fall,Northeast
2015,97.2,0.0,79.9,0.0,0.0,13.5,Fall,Northeast
2016,84.1,0.0,76.5,0.0,18.3,9.3,Fall,Northeast
2017,71.4,0.0,62.3,0.0,0.0,4.7,Fall,Northeast
2018,0.0,17.7,58.0,0.0,95.3,0.0,Fall,Northeast
2019,0.0,0.1,1.4,0.0,0.0,0.0,Fall,Northeast
2020,25.7,0.0,30.9,0.0,0.0,0.0,Fall,Northeast
2021,38.1,0.0,99.8,0.0,38.9,0.0,Fall,Northeast
